Win32_Product: Cisco LEAP Module (IdentifyingNumber = "{AF312B06-5C5C-468E-89B3-BE6DE2645722}", Name = "Cisco LEAP Module", Version = "1.0.19")
Win32_Product: Prerequisites for SSDT  (IdentifyingNumber = "{B7E94916-7AE6-4F7F-A377-7A410A42BA19}", Name = "Prerequisites for SSDT ", Version = "13.0.1601.5")
Win32_Product: Microsoft Portable Library Multi-Targeting Pack Language Pack - enu (IdentifyingNumber = "{B01EE326-AFD3-30C9-804A-CBC36CBD4922}", Name = "Microsoft Portable Library Multi-Target..., Version = "14.0.25420.01")
Win32_Product: Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005 (IdentifyingNumber = "{929FBD26-9020-399B-9A7A-751D61F0B942}", Name = "Microsoft Visual C?? 2013 x64 Additiona..., Version = "12.0.21005")
Win32_Product: Intel(R) Rapid Storage Technology (IdentifyingNumber = "{DB4DA836-82EC-4A96-A6A1-52B39AD19C14}", Name = "Intel(R) Rapid Storage Technology", Version = "13.0.0.1098")
Win32_Product: Microsoft Visual Studio Connected Services (IdentifyingNumber = "{76722C36-3BF4-4326-9ADF-A56ABA50AA9F}", Name = "Microsoft Visual Studio Connected Servi..., Version = "14.0.25420")
Win32_Product: Microsoft Visual Studio Community 2015 - ENU (IdentifyingNumber = "{5C4DD346-D2B9-3B7B-9320-A90049D5E48B}", Name = "Microsoft Visual Studio Community 2015 ..., Version = "14.0.23107")
Win32_Product: Microsoft .NET Framework 4.5.1 RC Multi-Targeting Pack for Windows Store Apps (ENU) (IdentifyingNumber = "{A223B446-EC3D-3031-828D-5188800AB782}", Name = "Microsoft .NET Framework 4.5.1 RC Multi..., Version = "4.5.21005")
Win32_Product: Microsoft Visual Studio 2015 Shell (Minimum) Resources (IdentifyingNumber = "{7FF53256-7BAF-3EFA-91B4-DB65F37EB5E9}", Name = "Microsoft Visual Studio 2015 Shell (Min..., Version = "14.0.23107")
Win32_Product:  Tools for .Net 3.5 (IdentifyingNumber = "{1690CE56-2231-4E59-9006-A0876D949EA8}", Name = " Tools for .Net 3.5", Version = "3.11.50727")
Win32_Product: Microsoft NuGet - Visual Studio 2015 (IdentifyingNumber = "{2D170B66-A905-385C-93E0-20A47812B777}", Name = "Microsoft NuGet - Visual Studio 2015", Version = "3.4.4.1321")
Win32_Product: Active Directory Authentication Library for SQL Server (x86) (IdentifyingNumber = "{F40FA676-46B1-4609-85EF-D2F1F79E0C0E}", Name = "Active Directory Authentication Library..., Version = "13.0.1601.5")
Win32_Product: Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161 (IdentifyingNumber = "{5FCE6D76-F5DC-37AB-B2B8-22AB8CEDB1D4}", Name = "Microsoft Visual C?? 2008 Redistributab..., Version = "9.0.30729.6161")
Win32_Product: Windows Software Development Kit DirectX x86 Remote (IdentifyingNumber = "{A1CB8286-CFB3-A985-D799-721A0F2A27F3}", Name = "Windows Software Development Kit Direct..., Version = "8.100.25984")
Win32_Product: Adobe Refresh Manager (IdentifyingNumber = "{AC76BA86-0804-1033-1959-001824245926}", Name = "Adobe Refresh Manager", Version = "1.8.0")
Win32_Product: Adobe Acrobat Reader DC - Nederlands (IdentifyingNumber = "{AC76BA86-7AD7-1043-7B44-AC0F074E4100}", Name = "Adobe Acrobat Reader DC - Nederlands", Version = "18.009.20050")
Win32_Product: Microsoft SQL Server 2014 Management Objects  (x64) (IdentifyingNumber = "{1F9EB3B6-AED7-4AA7-B8F1-8E314B74B2A5}", Name = "Microsoft SQL Server 2014 Management Ob..., Version = "12.0.2000.8")
Win32_Product: SQL Server 2012 Client Tools (IdentifyingNumber = "{6B3840D6-4B8F-4E74-9202-9CE36DA94E99}", Name = "SQL Server 2012 Client Tools", Version = "11.3.6020.0")
Win32_Product: Visual C++ IDE Common Package (IdentifyingNumber = "{BD5A23D6-1E9F-3378-89CF-E96908078D53}", Name = "Visual C?? IDE Common Package", Version = "14.0.25420")
Win32_Product: Java 9.0.1 (64-bit) (IdentifyingNumber = "{2590B9D6-4310-52BC-808E-1A585861A836}", Name = "Java 9.0.1 (64-bit)", Version = "9.0.1.0")
Win32_Product: Cisco PEAP Module (IdentifyingNumber = "{0A4EF0E6-A912-4CDE-A7F3-6E56E7C13A2F}", Name = "Cisco PEAP Module", Version = "1.1.6")
Win32_Product: Bizagi Modeler (IdentifyingNumber = "{47be02e6-64a7-49a8-a734-1298e6f252a1}", Name = "Bizagi Modeler", Version = "3.1.0011")
Win32_Product: Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161 (IdentifyingNumber = "{9BE518E6-ECC6-35A9-88E4-87755C07200F}", Name = "Microsoft Visual C?? 2008 Redistributab..., Version = "9.0.30729.6161")
Win32_Product: Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005 (IdentifyingNumber = "{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}", Name = "Microsoft Visual C?? 2013 x64 Minimum R..., Version = "12.0.21005")
Win32_Product: SQL Server 2016 Database Engine Services (IdentifyingNumber = "{863E9807-97F0-417A-9957-DE4372A13404}", Name = "SQL Server 2016 Database Engine Service..., Version = "13.1.4001.0")
Win32_Product: Intel® Trusted Connect Service Client (IdentifyingNumber = "{B5E06417-A4AC-4225-B36E-7E34C91616E7}", Name = "Intel? Trusted Connect Service Client", Version = "1.31.8.1")
Win32_Product: Microsoft ASP.NET and Web Tools 2015.1 (Beta8) - Visual Studio 2015 (IdentifyingNumber = "{603DCF17-E958-3A31-AFED-919086709DB6}", Name = "Microsoft ASP.NET and Web Tools 2015.1 ..., Version = "14.1.11107.0")
Win32_Product: Energy Manager (IdentifyingNumber = "{AC768037-7079-4658-AC24-2897650E0ABE}", Name = "Energy Manager", Version = "1.0.0.35")
Win32_Product: Microsoft .NET Framework 4.6 SDK (IdentifyingNumber = "{B5915D37-0637-4A26-A3AA-C5DC9F856370}", Name = "Microsoft .NET Framework 4.6 SDK", Version = "4.6.00081")
Win32_Product: Microsoft Visual Studio 2015 Diagnostic Tools - amd64 (IdentifyingNumber = "{62D2E847-606F-49FB-A38B-F9D5AA936331}", Name = "Microsoft Visual Studio 2015 Diagnostic..., Version = "14.0.23107")
Win32_Product: Google Drive (IdentifyingNumber = "{9BC95947-92FD-438B-A168-C01F9A5B7292}", Name = "Google Drive", Version = "2.34.7529.6838")
Win32_Product: Skype™ 7.21 (IdentifyingNumber = "{FC965A47-4839-40CA-B618-18F486F042C6}", Name = "Skype? 7.21", Version = "7.21.100")
Win32_Product: SQL Server 2016 DMF (IdentifyingNumber = "{2FFF0757-4360-42F5-8814-16BB5CF0145F}", Name = "SQL Server 2016 DMF", Version = "13.0.1601.5")
Win32_Product: Visual C++ IDE Debugger Resource Package (IdentifyingNumber = "{E20C5867-063A-36FF-B630-A9C96CE5D8AF}", Name = "Visual C?? IDE Debugger Resource Packag..., Version = "14.0.25420")
Win32_Product: Microsoft Agents for Visual Studio 2015 Preview (IdentifyingNumber = "{CE37CE67-2660-30EE-805B-78829CC3554B}", Name = "Microsoft Agents for Visual Studio 2015..., Version = "14.0.23102")
Win32_Product: Microsoft Visual Studio Team Foundation Server 2015 Update 3 CTP1 Office Integration (x64) (IdentifyingNumber = "{647DB777-6309-3551-9262-6B9CDB97635B}", Name = "Microsoft Visual Studio Team Foundation..., Version = "14.98.25331")
Win32_Product: Cisco EAP-FAST Module (IdentifyingNumber = "{64BF0187-F3D2-498B-99EA-163AF9AE6EC9}", Name = "Cisco EAP-FAST Module", Version = "2.2.14")
Win32_Product: Microsoft Expression Blend SDK for .NET 4 (IdentifyingNumber = "{9B3A1C97-A361-463E-8817-444F9F88CDFE}", Name = "Microsoft Expression Blend SDK for .NET..., Version = "2.0.20525.0")
Win32_Product: Microsoft .NET Framework 4.6 Targeting Pack (IdentifyingNumber = "{2CC6A4A7-AAC2-46C9-9DBB-3727B5954F65}", Name = "Microsoft .NET Framework 4.6 Targeting ..., Version = "4.6.00081")
Win32_Product: TypeScript Tools for Microsoft Visual Studio 2015 (IdentifyingNumber = "{BA5762C7-D35F-4725-A4BD-525854127018}", Name = "TypeScript Tools for Microsoft Visual S..., Version = "1.8.36.0")
Win32_Product: SQL Server 2016 Client Tools Extensions (IdentifyingNumber = "{AB765DC7-7642-4D1C-BEDC-035516CCD224}", Name = "SQL Server 2016 Client Tools Extensions..., Version = "13.0.1601.5")
Win32_Product: Roslyn Language Services - x86 (IdentifyingNumber = "{6C1985E7-E1C5-3A95-86EF-2C62465F15C3}", Name = "Roslyn Language Services - x86", Version = "14.0.23107")
Win32_Product: Windows Phone SDK 8.0 Assemblies for Visual Studio 2015 (IdentifyingNumber = "{44474AE7-7770-3676-AC63-C9DDD15011FF}", Name = "Windows Phone SDK 8.0 Assemblies for Vi..., Version = "14.0.25123")
Win32_Product: Windows 10 Update and Privacy Settings (IdentifyingNumber = "{4DFCD818-036A-4229-A67D-CF17DC461D92}", Name = "Windows 10 Update and Privacy Settings", Version = "1.0.14.0")
Win32_Product: Microsoft Blend for Visual Studio 2015 (IdentifyingNumber = "{D7C23E28-E8E0-326D-92B2-357D6D6AFBC0}", Name = "Microsoft Blend for Visual Studio 2015", Version = "14.0.25420")
Win32_Product: Visual C++ Compiler/Tools X86 Base Resource Package (IdentifyingNumber = "{85658238-483F-3148-967E-ECD533AE6FE7}", Name = "Visual C?? Compiler/Tools X86 Base Reso..., Version = "14.0.24210")
Win32_Product: Microsoft Visual C++ 2005 Redistributable (x64) (IdentifyingNumber = "{071c9b48-7c32-4621-a0ac-3f809523288f}", Name = "Microsoft Visual C?? 2005 Redistributab..., Version = "8.0.56336")
Win32_Product: Visual C++ MSBuild Base Resource Package (IdentifyingNumber = "{D073E568-C258-381C-B9DB-965434B1DF53}", Name = "Visual C?? MSBuild Base Resource Packag..., Version = "14.0.25420")
Win32_Product: Windows Espc Resource Package (IdentifyingNumber = "{FC94D188-1E08-3707-9D23-F41178D44664}", Name = "Windows Espc Resource Package", Version = "14.0.23107")
Win32_Product: Dependency Package Update (IdentifyingNumber = "{65316098-0220-4D5C-B37A-6136083A0897}", Name = "Dependency Package Update", Version = "1.6.32.00")
Win32_Product: Microsoft .NET Framework 4 Multi-Targeting Pack (IdentifyingNumber = "{CFEF48A8-BFB8-3EAC-8BA5-DE4F8AA267CE}", Name = "Microsoft .NET Framework 4 Multi-Target..., Version = "4.0.30319")
Win32_Product: SQL Server 2016 Common Files (IdentifyingNumber = "{57846DA8-8B5D-4466-B850-E8CDFC94046C}", Name = "SQL Server 2016 Common Files", Version = "13.1.4001.0")
Win32_Product: Bonjour (IdentifyingNumber = "{56DDDFB8-7F79-4480-89D5-25E1F52AB28F}", Name = "Bonjour", Version = "3.1.0.1")
Win32_Product: Microsoft SQL Server 2016 T-SQL ScriptDom  (IdentifyingNumber = "{C78CC1C8-D0DF-4F47-BA93-F3AE6E80E047}", Name = "Microsoft SQL Server 2016 T-SQL ScriptD..., Version = "13.1.4001.0")
Win32_Product: Microsoft System CLR Types for SQL Server 2014 (IdentifyingNumber = "{68BA34E8-9B9D-4A74-83F0-7D366B532D75}", Name = "Microsoft System CLR Types for SQL Serv..., Version = "12.0.2402.11")
Win32_Product: Visual C++ IDE Core Professional Plus Resource Package (IdentifyingNumber = "{D9CE69E8-D77A-3C94-A910-641622794ED4}", Name = "Visual C?? IDE Core Professional Plus R..., Version = "14.0.25420")
Win32_Product: User Manuals (IdentifyingNumber = "{F07C2CF8-4C53-4EC3-8162-A6221E36EB88}", Name = "User Manuals", Version = "3.0.0.3")
Win32_Product: Visual C++ Compiler/Tools X86 Base Resource Package (IdentifyingNumber = "{62505F19-7D2A-3FD0-B1A2-D8E2FA2F96B3}", Name = "Visual C?? Compiler/Tools X86 Base Reso..., Version = "14.0.24210")
Win32_Product: Microsoft.VisualStudio.Office365 (IdentifyingNumber = "{3196EC29-B75D-4EE3-8AB0-46418BC31483}", Name = "Microsoft.VisualStudio.Office365", Version = "1.6.2.0")
Win32_Product: Multi-Device Hybrid Apps using C# - Templates - ENU (IdentifyingNumber = "{12D99739-FFD3-3761-8AA6-F929E0FE407E}", Name = "Multi-Device Hybrid Apps using C# - Tem..., Version = "14.0.23107")
Win32_Product: Microsoft Visual Studio 2015 Preparation (IdentifyingNumber = "{9E99CC49-D305-4D42-AC34-6C732062B142}", Name = "Microsoft Visual Studio 2015 Preparatio..., Version = "14.0.23107")
Win32_Product: Microsoft .NET Framework 4.5.2 Multi-Targeting Pack (IdentifyingNumber = "{19E8AE59-4D4A-3534-B567-6CC08FA4102E}", Name = "Microsoft .NET Framework 4.5.2 Multi-Ta..., Version = "4.5.51651")
Win32_Product: SQL Server 2012 Common Files (IdentifyingNumber = "{1D411379-9CE0-4B13-A19B-72D3222DD620}", Name = "SQL Server 2012 Common Files", Version = "11.3.6020.0")
Win32_Product: Visual C++ IDE Core Professional Plus Resource Package (IdentifyingNumber = "{43027679-FD40-32E6-A9F0-7BB3CDEBE416}", Name = "Visual C?? IDE Core Professional Plus R..., Version = "14.0.25420")
Win32_Product: Microsoft System CLR Types for SQL Server 2014 (IdentifyingNumber = "{FC3BB979-AA54-4B60-BBA3-2C4DA6E08D80}", Name = "Microsoft System CLR Types for SQL Serv..., Version = "12.0.2402.29")
Win32_Product: Microsoft Visual Studio 2015 Windows Diagnostic Tools (IdentifyingNumber = "{4100F789-5312-4A41-817C-3118F6F44CAB}", Name = "Microsoft Visual Studio 2015 Windows Di..., Version = "14.0.25431")
Win32_Product: Dotfuscator and Analytics Community Edition 5.22.0 (IdentifyingNumber = "{60018889-9E0F-43E8-9B89-29E8C828B40A}", Name = "Dotfuscator and Analytics Community Edi..., Version = "5.22.0.3788")
Win32_Product: Microsoft Visual Studio 2015 Devenv Resources (IdentifyingNumber = "{173D2989-6B09-3A90-8819-A53E43F99818}", Name = "Microsoft Visual Studio 2015 Devenv Res..., Version = "14.0.23107")
Win32_Product: Visual C++ MSBuild ARM Package (IdentifyingNumber = "{51547499-4A12-3CC6-AE3D-3C5E87D72909}", Name = "Visual C?? MSBuild ARM Package", Version = "14.0.25420")
Win32_Product (IdentifyingNumber = "{9AC08E99-230B-47e8-9721-4577B7F124EA}", Name, Version)
Win32_Product: Microsoft Visual C++ 2015 x64 Additional Runtime - 14.0.24215 (IdentifyingNumber = "{EF1EC6A9-17DE-3DA9-B040-686A1E8A8B04}", Name = "Microsoft Visual C?? 2015 x64 Additiona..., Version = "14.0.24215")
Win32_Product: Dependency Package Update (IdentifyingNumber = "{503B47A9-E34A-4841-ADD7-417191D5DB5E}", Name = "Dependency Package Update", Version = "1.6.32.00")
Win32_Product: Microsoft Visual Studio 2015 Preparation (IdentifyingNumber = "{919C67A9-2DE8-4929-A910-CB85E009B5CB}", Name = "Microsoft Visual Studio 2015 Preparatio..., Version = "14.0.23107")
Win32_Product: Dependency Package Update (IdentifyingNumber = "{63DE35C9-B080-4D03-B110-99E14FD35BCE}", Name = "Dependency Package Update", Version = "1.6.32.00")
Win32_Product: Microsoft Visual Studio Services Hub (IdentifyingNumber = "{79B9B6C9-3FAF-4F50-96A9-C1651EA0DD31}", Name = "Microsoft Visual Studio Services Hub", Version = "1.0.25420.01")
Win32_Product: Microsoft SQL Server 2012 Setup (English) (IdentifyingNumber = "{FB2628C9-E5BD-4717-9EC7-341EB1997BE2}", Name = "Microsoft SQL Server 2012 Setup (Englis..., Version = "11.3.6251.0")
Win32_Product: Microsoft .NET Framework 4.6.1 Targeting Pack (IdentifyingNumber = "{8BC3EEC9-090F-4C53-A8DA-1BEC913040F9}", Name = "Microsoft .NET Framework 4.6.1 Targetin..., Version = "4.6.01055")
Win32_Product: Dependency Package Update (IdentifyingNumber = "{5B2190E9-199D-450A-94B3-4D6826C770C2}", Name = "Dependency Package Update", Version = "1.6.32.00")
Win32_Product: Microsoft .NET Framework 4.6 Targeting Pack (ENU) (IdentifyingNumber = "{034547E9-D8FA-49E7-8B9C-4C9861FB9146}", Name = "Microsoft .NET Framework 4.6 Targeting ..., Version = "4.6.00127")
Win32_Product: Visual C++ Compiler/Tools X86 Base Package (IdentifyingNumber = "{7BC93EE9-44F1-3783-AD76-F6BD6C8F6B58}", Name = "Visual C?? Compiler/Tools X86 Base Pack..., Version = "14.0.24210")
Win32_Product: Visual C++ IDE Core Professional Plus Resource Package (IdentifyingNumber = "{D209BFE9-3EDA-3606-AF6B-DCADA87A2285}", Name = "Visual C?? IDE Core Professional Plus R..., Version = "14.0.25420")
Win32_Product: Google Update Helper (IdentifyingNumber = "{60EC980A-BDA2-4CB6-A427-B07A5498B4CA}", Name = "Google Update Helper", Version = "1.3.33.7")
Win32_Product: Team Explorer for Microsoft Visual Studio 2015 Update 3.1 (IdentifyingNumber = "{7A95671A-759E-3B83-B763-4289D1D24D73}", Name = "Team Explorer for Microsoft Visual Stud..., Version = "14.102.25619")
Win32_Product: VFW_Codec64 (IdentifyingNumber = "{C75FFC1A-4578-4D11-BC60-188BDD72A668}", Name = "VFW_Codec64", Version = "0.1.160.0")
Win32_Product: Microsoft Azure Storage Connected Service (IdentifyingNumber = "{8F15E32A-FAD1-49E3-9378-C8EE0530E192}", Name = "Microsoft Azure Storage Connected Servi..., Version = "14.0.25420")
Win32_Product: Microsoft Azure Mobile Services SDK V2.0 (IdentifyingNumber = "{A00EC54A-CE16-4CF6-A14A-5CF81A1FE03F}", Name = "Microsoft Azure Mobile Services SDK V2...., Version = "2.0.20908.0")
Win32_Product: Microsoft Visual Studio 2015 Preparation (IdentifyingNumber = "{93A31A4A-197C-43F0-9687-7FFC47C33D44}", Name = "Microsoft Visual Studio 2015 Preparatio..., Version = "14.0.23107")
Win32_Product: Microsoft SQL Server 2016 LocalDB  (IdentifyingNumber = "{E359515A-92E6-4FA3-A2C9-E1BA02D8DE6E}", Name = "Microsoft SQL Server 2016 LocalDB ", Version = "13.0.1601.5")
Win32_Product: Windows Software Development Kit for Windows Store Apps DirectX x64 Remote (IdentifyingNumber = "{96F4525A-470D-F15C-796E-58D9988C3E5F}", Name = "Windows Software Development Kit for Wi..., Version = "8.100.26936")
Win32_Product: Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - amd64 (IdentifyingNumber = "{2D02967A-1085-4421-8559-B0147208EE13}", Name = "Microsoft Visual Studio 2015 Update 3 D..., Version = "14.0.25431")
Win32_Product: Microsoft SQL Server 2012 Transact-SQL Compiler Service  (IdentifyingNumber = "{7F7E967A-B424-4000-9434-5E07672C669A}", Name = "Microsoft SQL Server 2012 Transact-SQL ..., Version = "11.3.6251.0")
Win32_Product: Microsoft SQL Server 2014 T-SQL Language Service  (IdentifyingNumber = "{47D08E7A-92A1-489B-B0BF-415516497BCE}", Name = "Microsoft SQL Server 2014 T-SQL Languag..., Version = "12.0.2000.8")
Win32_Product: Sql Server Customer Experience Improvement Program (IdentifyingNumber = "{0D9BD39A-A870-4FDF-B590-1E9787CF16D9}", Name = "Sql Server Customer Experience Improvem..., Version = "13.1.4001.0")
Win32_Product: Microsoft Visual Studio 2015 XAML Application Timeline (IdentifyingNumber = "{2230AE9A-A95A-4C15-A4D1-6536F4B24B7D}", Name = "Microsoft Visual Studio 2015 XAML Appli..., Version = "14.0.25431")
Win32_Product: MediaStory (IdentifyingNumber = "{55762F9A-FCE3-45d5-817B-051218658423}", Name = "MediaStory", Version = "1.0")
Win32_Product: Microsoft Visual Studio 2015 VsGraphics Helper Dependencies (IdentifyingNumber = "{599702AA-91EB-38C1-B994-CDE35C57E007}", Name = "Microsoft Visual Studio 2015 VsGraphics..., Version = "14.0.23107")
Win32_Product: Microsoft SQL Server 2016 Management Objects  (x64) (IdentifyingNumber = "{20EA85AA-2A1D-4F11-B09F-4BA2BF3C8989}", Name = "Microsoft SQL Server 2016 Management Ob..., Version = "13.0.1601.5")
Win32_Product: Microsoft System CLR Types for SQL Server 2014 (IdentifyingNumber = "{091CE6AA-2753-4F6E-AD1C-0E875744EB54}", Name = "Microsoft System CLR Types for SQL Serv..., Version = "12.0.2402.29")
Win32_Product: Visual C++ IDE Core Professional Plus Resource Package (IdentifyingNumber = "{66DA8EAA-D4CD-30DC-B993-0EDF728ED1F6}", Name = "Visual C?? IDE Core Professional Plus R..., Version = "14.0.25420")
Win32_Product: Microsoft System CLR Types for SQL Server 2016 (IdentifyingNumber = "{84C23ECA-FE4D-494F-9247-3EBAD57E7F0C}", Name = "Microsoft System CLR Types for SQL Serv..., Version = "13.0.1601.5")
Win32_Product: Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - x86 (IdentifyingNumber = "{6BD4394B-DE2E-4D0A-B835-31E2BD9AEC38}", Name = "Microsoft Visual Studio 2015 Update 3 D..., Version = "14.0.25431")
Win32_Product: Microsoft SQL Server Data-Tier Application Framework (x86) (IdentifyingNumber = "{5084D16B-E1D2-4F25-8B86-A03B4F9E1A72}", Name = "Microsoft SQL Server Data-Tier Applicat..., Version = "13.0.3225.4")
Win32_Product: Microsoft Help Viewer 2.2 (IdentifyingNumber = "{4740889B-2D03-3A6F-BC42-07C8AFDF3B2E}", Name = "Microsoft Help Viewer 2.2", Version = "2.2.25420")
Win32_Product: Visual C++ IDE Base Resource Package (IdentifyingNumber = "{DC3240BB-9136-3978-8EF3-F041ACEA11BF}", Name = "Visual C?? IDE Base Resource Package", Version = "14.0.25420")
Win32_Product: SQL Server 2016 Shared Management Objects Extensions (IdentifyingNumber = "{FA548BCB-5732-40F8-85B0-61515D18D9C1}", Name = "SQL Server 2016 Shared Management Objec..., Version = "13.0.1601.5")
Win32_Product: Microsoft SQL Server 2012 Native Client  (IdentifyingNumber = "{1385D3DB-8E80-427B-91D2-B7535862B8E4}", Name = "Microsoft SQL Server 2012 Native Client..., Version = "11.3.6518.0")
Win32_Product: SQL Server 2016 Batch Parser (IdentifyingNumber = "{D7A905DB-9A1E-4670-9488-F979F8A77A58}", Name = "SQL Server 2016 Batch Parser", Version = "13.0.1601.5")
Win32_Product: Microsoft Visual Studio 2015 XAML Designer - ENU (IdentifyingNumber = "{AC0CF5DB-30CD-3504-96FC-CC3CC3BAF368}", Name = "Microsoft Visual Studio 2015 XAML Desig..., Version = "14.0.25420")
Win32_Product: SQL Server 2016 Shared Management Objects Extensions (IdentifyingNumber = "{B6E1A5EB-1C58-4A04-B76B-E5FE1BE22CA1}", Name = "SQL Server 2016 Shared Management Objec..., Version = "13.0.1601.5")
Win32_Product: Microsoft System CLR Types for SQL Server 2012 (x64) (IdentifyingNumber = "{0EE81AFB-E870-4805-AFDB-F4325D8A5CC1}", Name = "Microsoft System CLR Types for SQL Serv..., Version = "11.3.6020.0")
Win32_Product: Entity Framework 6.1.3 Tools  for Visual Studio 2015 Update 1 (IdentifyingNumber = "{2A56910C-69C8-495D-8ED8-9080F0A14E58}", Name = "Entity Framework 6.1.3 Tools  for Visua..., Version = "14.0.41103.0")
Win32_Product: Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030 (IdentifyingNumber = "{B175520C-86A2-35A7-8619-86DC379688B9}", Name = "Microsoft Visual C?? 2012 x86 Additiona..., Version = "11.0.61030")
Win32_Product: Visual Studio 2015 Prerequisites (IdentifyingNumber = "{DF32E41C-24AD-4A87-B43A-B38553B1806E}", Name = "Visual Studio 2015 Prerequisites", Version = "14.0.23107")
Win32_Product: Microsoft Visual C++ 2005 Redistributable (IdentifyingNumber = "{710f4c1c-cc18-4c49-8cbf-51240c89a1a2}", Name = "Microsoft Visual C?? 2005 Redistributab..., Version = "8.0.61001")
Win32_Product: QuickTime 7 (IdentifyingNumber = "{3D2CBC2C-65D4-4463-87AB-BB2C859C1F3E}", Name = "QuickTime 7", Version = "7.76.80.95")
Win32_Product: SQL Server 2016 Database Engine Services (IdentifyingNumber = "{51574D2C-DE28-4441-BDC2-967F0FFC0918}", Name = "SQL Server 2016 Database Engine Service..., Version = "13.1.4001.0")
Win32_Product: Microsoft ASP.NET Web Frameworks and Tools - Visual Studio 2015 - ENU (IdentifyingNumber = "{CA916A4C-52F7-5055-975F-9B4AD4204007}", Name = "Microsoft ASP.NET Web Frameworks and To..., Version = "5.2.40314.0")
Win32_Product: Microsoft Visual Studio 2015 Shell (Minimum) Interop Assemblies (IdentifyingNumber = "{166EEF5C-F996-390E-91F6-DD6DFD008E9B}", Name = "Microsoft Visual Studio 2015 Shell (Min..., Version = "14.0.25420")
Win32_Product: Microsoft Build Tools Language Resources 14.0 (amd64) (IdentifyingNumber = "{34BFF66C-9A7E-4778-8A9F-1DA1F0F4C22E}", Name = "Microsoft Build Tools Language Resource..., Version = "14.0.25420")
Win32_Product: Microsoft Web Deploy 3.6 (IdentifyingNumber = "{94E1227C-08A9-4962-B388-1F05D89AEA75}", Name = "Microsoft Web Deploy 3.6", Version = "3.1238.1962")
Win32_Product: Windows Espc Package (IdentifyingNumber = "{42AF2A8C-6EBB-3D2E-9BF1-6135379FBABC}", Name = "Windows Espc Package", Version = "14.0.23107")
Win32_Product: Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - amd64 (IdentifyingNumber = "{BCAC059C-E06C-4D45-928A-A69061678ECA}", Name = "Microsoft Visual Studio 2015 Update 3 D..., Version = "14.0.25420")
Win32_Product: SQL Server 2016 Client Tools (IdentifyingNumber = "{A070F2AC-A75B-448C-BECB-B794EB7E0E0D}", Name = "SQL Server 2016 Client Tools", Version = "13.0.14500.10")
Win32_Product: Microsoft Visual C++ 2015 x86 Additional Runtime - 14.0.24215 (IdentifyingNumber = "{69BCE4AC-9572-3271-A2FB-9423BDA36A43}", Name = "Microsoft Visual C?? 2015 x86 Additiona..., Version = "14.0.24215")
Win32_Product: Microsoft Azure Shared Components for Visual Studio 2015 - v1.8 (IdentifyingNumber = "{F02B1BAC-94DA-46FB-B27B-7287FC0EF481}", Name = "Microsoft Azure Shared Components for V..., Version = "1.8.40521.1")
Win32_Product: Microsoft SQL Server 2016 Setup (English) (IdentifyingNumber = "{0AE831BC-F2A8-4DE2-8FBF-68B220611A7F}", Name = "Microsoft SQL Server 2016 Setup (Englis..., Version = "13.1.4001.0")
Win32_Product: Dependency Package Update (IdentifyingNumber = "{4AF6C9BC-D8DB-4286-94D9-474CE54ADAA2}", Name = "Dependency Package Update", Version = "1.6.32.00")
Win32_Product: Microsoft Visual Studio 2015 XAML Application Timeline - ENU (IdentifyingNumber = "{C3C024EC-B097-43BE-9BFC-E3D10EF45510}", Name = "Microsoft Visual Studio 2015 XAML Appli..., Version = "14.0.25420")
Win32_Product: Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148 (IdentifyingNumber = "{1F1C2DFC-2D24-3E06-BCB8-725134ADF989}", Name = "Microsoft Visual C?? 2008 Redistributab..., Version = "9.0.30729.4148")
Win32_Product: Visual C++ IDE Core Professional Plus Resource Package (IdentifyingNumber = "{0FDFB80D-91E1-36F1-B523-0B90421FDDC1}", Name = "Visual C?? IDE Core Professional Plus R..., Version = "14.0.25420")
Win32_Product: Visual C++ Library PGO X86 Package (IdentifyingNumber = "{023FCA1D-E591-3AF9-9D2F-9876639A511A}", Name = "Visual C?? Library PGO X86 Package", Version = "14.0.24210")
Win32_Product: Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17 (IdentifyingNumber = "{9A25302D-30C0-39D9-BD6F-21E6EC160475}", Name = "Microsoft Visual C?? 2008 Redistributab..., Version = "9.0.30729")
Win32_Product: Microsoft ODBC Driver 13 for SQL Server (IdentifyingNumber = "{825D262D-B676-4EAE-9BB6-F7AAD4707919}", Name = "Microsoft ODBC Driver 13 for SQL Server..., Version = "13.1.4001.0")
Win32_Product: Dependency Package Update (IdentifyingNumber = "{3117B53D-A409-4D99-A0DE-11A1A40696FA}", Name = "Dependency Package Update", Version = "1.6.32.00")
